from_id,to_id,is_connector,funcclass,lanes,speed,length,alpha,beta,Q
20656:2869752,20656:2869738,f,7,1.0,40,55.8862983744155,0.7,4,600
2:456163,11158:99084,f,7,1.0,50,35.9056505787014,0.7,4,600
2:456563,2:456592,f,7,1.0,50,97.5085317638338,0.7,4,600
11155:30856,2:3708136,f,5,2.0,50,61.0860033411506,0.6,5,1200
2:456906,2:456969,f,5,2.0,50,221.641357476377,0.6,5,1200
11178:6063,2:3709190,f,7,1.0,30,1.83698149158224,0.7,4,600
12843:1078,1:200300100,f,5,2.0,70,16.0107514406144,0.6,5,1200
20656:2876201,20656:2876205,f,7,1.0,50,193.607345662644,0.7,4,600
2:447470,2:447791,f,3,2.0,90,949.632529415431,0.5,6,1800
2480C1170,20656:2858872,t,7,1.0,30,100.0,0.7,4,600
2:445420,2:3706560,f,5,2.0,70,45.4694987107482,0.6,5,1200
20656:2878859,20656:2878841,f,7,1.0,40,23.3414685697947,0.7,4,600
2:457265,2:457269,f,7,1.0,40,43.2559607069288,0.7,4,600
2:457887,2:3710304,f,4,2.0,50,65.4230464574628,0.6,5,1200
2:442505,2:3712425,f,7,1.0,70,204.034838055225,0.7,4,600
20656:2836210,2:456137,f,7,1.0,30,9.7022841124058,0.7,4,600
12847:4542,12843:13812,f,0,1.0,110,228.959283812562,0.4,8,2000
2:448648,2:448629,f,7,1.0,50,82.6560132280348,0.7,4,600
10016:318268,10016:318266,f,5,1.0,70,67.4891492951216,0.6,5,1200
2:453844,2:3708637,f,4,2.0,70,321.254520284703,0.6,5,1200
2:456002,20656:2836402,f,7,1.0,30,11.2849428000849,0.7,4,600
2:460485,2:460532,f,7,1.0,50,150.68438908994,0.7,4,600
2:448919,2:448861,f,3,2.0,80,128.027656210081,0.5,6,1800
2:446698,2:446692,f,7,1.0,50,59.2519067399669,0.7,4,600
20656:2867302,2:455049,f,7,1.0,30,52.4648374633849,0.7,4,600
20656:376397,20656:2860846,f,7,1.0,30,103.009200791363,0.7,4,600
16593:48403,10446:292,f,0,1.0,70,2322.07804778223,0.4,8,2000
2:453780,2:453853,f,7,1.0,70,451.545452833216,0.7,4,600
2:452684,22846:701,f,4,2.0,70,20.4782542276966,0.6,5,1200
11154:89055,11154:89061,f,4,1.0,70,18.2556113565599,0.6,5,1200
20656:2874892,20656:2874890,f,7,1.0,30,64.6531384558977,0.7,4,600
2:456775,2:3709805,f,7,1.0,30,43.9024282265918,0.7,4,600
2:3710905,2:459811,f,7,1.0,30,36.1667167433653,0.7,4,600
20656:341353,20656:341351,f,7,1.0,30,35.4748932909796,0.7,4,600
2:456258,11158:99249,f,7,1.0,50,54.3629659694269,0.7,4,600
2:3708614,20656:2890064,f,7,1.0,40,33.2760909616926,0.7,4,600
11160:43034,1:200300100,f,5,2.0,70,106.331132411287,0.6,5,1200
2:460358,11180:989,f,7,1.0,40,89.2436486639526,0.7,4,600
20656:2830956,2:456865,f,7,1.0,40,10.6747899274359,0.7,4,600
2:452817,2:452946,f,5,2.0,70,323.022174866155,0.6,5,1200
2:455419,11178:1800,f,3,2.0,40,7.34564809933474,0.5,6,1800
2:461211,2:3711345,f,4,2.0,70,477.542819488096,0.6,5,1200
12734:214731,12734:112022,f,5,2.0,70,119.745483403785,0.6,5,1200
19328:1130,2:462357,f,7,1.0,30,38.9792462092713,0.7,4,600
20656:359902,20656:2868775,f,7,1.0,50,8.71639449530308,0.7,4,600
2:455392,2:455384,f,7,1.0,30,118.589844386762,0.7,4,600
2:449568,11155:157162,f,7,1.0,70,241.81515302375,0.7,4,600
2:455119,2:455078,f,7,1.0,40,131.403451191524,0.7,4,600
2:446827,2:446747,f,7,1.0,70,637.044828249345,0.7,4,600
2:3709411,20656:2830671,f,7,1.0,30,115.507738288805,0.7,4,600
2:462344,2:462291,f,7,1.0,30,95.1837094727615,0.7,4,600
20656:2828523,2:459812,f,7,1.0,30,191.098507698945,0.7,4,600
2:455209,2:455411,f,4,2.0,70,361.808814561737,0.6,5,1200
2:456175,2:456172,f,7,1.0,40,27.1989587777869,0.7,4,600
20656:2874404,16669:27616,f,1,1.0,70,68.0739925330674,0.4,8,2000
10027:778820,2:3709893,f,4,2.0,80,357.487360224711,0.6,5,1200
20656:2858998,20656:2858984,f,4,2.0,40,269.601036644099,0.6,5,1200
20656:2867284,2:454878,f,7,1.0,30,58.6643337130824,0.7,4,600
19317:17686,19317:17684,f,7,1.0,30,45.4243202274233,0.7,4,600
2:3710106,22846:785,f,5,2.0,70,222.961110658972,0.6,5,1200
2:453909,2:453927,f,7,1.0,30,137.079758329789,0.7,4,600
12727:131087,2:457692,f,5,2.0,50,14.2531363515417,0.6,5,1200
20656:2866442,2:459597,f,7,1.0,30,26.5291606938666,0.7,4,600
2:444858,2:3706412,f,5,2.0,70,10.1210258866639,0.6,5,1200
20656:2872150,16587:25345,f,7,1.0,50,100.60013037737,0.7,4,600
2:460329,2:460301,f,7,1.0,30,79.599741358618,0.7,4,600
2:458384,2:458305,f,5,2.0,50,219.036696678044,0.6,5,1200
10747:2050,10747:2076,f,0,1.0,100,1136.2046856813,0.4,8,2000
2:455768,2:455780,f,4,2.0,50,108.754542525597,0.6,5,1200
10017:21227,10017:21241,f,7,1.0,30,32.9893850053868,0.7,4,600
11154:13167,2:3707815,f,4,2.0,70,632.071910911163,0.6,5,1200
2:3709434,2:455753,f,7,1.0,30,101.36246967262,0.7,4,600
10027:777261,2:456010,f,7,1.0,40,28.039525379949,0.7,4,600
2:448629,2:448689,f,7,1.0,50,234.164361101109,0.7,4,600
10446:324,16593:48425,f,0,1.0,70,17.9395771687758,0.4,8,2000
2:3711707,20656:2824087,f,7,1.0,30,57.8364747463433,0.7,4,600
20661:900,20661:811,f,7,1.0,50,69.5037187788183,0.7,4,600
2:462078,16590:15707,f,7,1.0,70,1341.27146288488,0.7,4,600
16669:27362,12734:47841,f,5,1.0,50,21.6210530300922,0.6,5,1200
11178:6429,2:455737,f,4,2.0,70,61.5799122197893,0.6,5,1200
2:3707107,2:3706919,f,7,1.0,50,52.0141639489378,0.7,4,600
2:462689,2:3711750,f,7,1.0,50,135.453001214336,0.7,4,600
2:449635,2:449280,f,4,2.0,70,1247.00998875246,0.6,5,1200
12850:36,11178:3256,f,7,1.0,30,35.2512482658829,0.7,4,600
2:459226,18931:170327,f,7,1.0,70,192.707872829242,0.7,4,600
10446:385,10446:377,f,0,1.0,110,53.9709004420259,0.4,8,2000
2:456490,2:456435,f,7,1.0,30,132.589682339334,0.7,4,600
2:456137,20656:2836210,f,7,1.0,30,9.7022841124058,0.7,4,600
2:446623,2:3706788,f,7,1.0,50,78.1945690674974,0.7,4,600
2:3711005,2:460141,f,7,1.0,30,255.257743687894,0.7,4,600
2:456189,1:200304003,f,5,1.0,40,148.389628716261,0.6,5,1200
2:447955,2:447903,f,5,2.0,70,254.630599372295,0.6,5,1200
2:3710409,2:3710410,f,4,2.0,80,37.2800911654094,0.6,5,1200
16665:10247,11154:7557,f,7,1.0,30,12.0208920222375,0.7,4,600
2:451872,2:451798,f,7,1.0,30,77.4327229277002,0.7,4,600
2:3711108,16594:17507,f,7,1.0,30,44.6731095460214,0.7,4,600
2:451872,20656:2874802,f,7,1.0,30,200.583547032835,0.7,4,600
11178:5178,11178:5162,f,7,1.0,30,8.1795154503444,0.7,4,600
2:453761,20656:2871072,f,7,1.0,40,16.0295274068448,0.7,4,600
2:461181,16593:46293,f,4,2.0,50,193.741058132346,0.6,5,1200
20656:341239,20656:341237,f,7,1.0,40,156.498827875159,0.7,4,600
18931:160934,2:441612,f,7,1.0,70,753.677887659809,0.7,4,600
2:3707652,12843:13827,f,4,2.0,50,38.8630345933954,0.6,5,1200
20656:2852831,2:456992,f,7,1.0,30,62.6371487536113,0.7,4,600
12847:4536,12847:4533,f,0,1.0,110,468.158936992846,0.4,8,2000
16669:27753,11158:93263,f,0,2.0,80,18.6962528251159,0.4,8,2000
2:460324,2:3711094,f,7,1.0,70,92.2938044658189,0.7,4,600
2:453152,2:453103,f,7,1.0,30,177.254985012685,0.7,4,600
2:3709818,20656:2108412,f,7,1.0,40,22.2440420338057,0.7,4,600
2:453368,12727:131070,f,4,2.0,50,41.9375694338563,0.6,5,1200
2:453648,2:3708697,f,7,1.0,40,18.0006434523089,0.7,4,600
2:456751,2:456810,f,7,1.0,30,147.043427505455,0.7,4,600
2:461879,2:461904,f,7,1.0,50,80.1187625097517,0.7,4,600
2480C1060,2:456356,t,7,1.0,30,100.0,0.7,4,600
2:459629,2:3710882,f,7,1.0,30,243.0259529821,0.7,4,600
2:456783,11178:9571,f,7,1.0,40,35.2970658267638,0.7,4,600
2:448656,2:448651,f,7,1.0,50,101.296082026309,0.7,4,600
20656:859982,20656:859984,f,7,1.0,50,50.4108861358608,0.7,4,600
2:3708967,12726:148476,f,7,1.0,50,157.439833419674,0.7,4,600
15590:3325,11178:7106,f,7,1.0,30,188.533386152631,0.7,4,600
11180:1323,11180:1313,f,7,1.0,50,122.100216416589,0.7,4,600
2:455479,20656:2898090,f,4,2.0,40,4.419621024338,0.6,5,1200
12732:30965,2:454452,f,3,2.0,70,1090.54220944121,0.5,6,1800
20656:360924,20656:2866510,f,4,2.0,50,11.7232910905294,0.6,5,1200
2480B2020,2:460414,t,7,1.0,30,100.0,0.7,4,600
11178:6929,2:3708518,f,7,1.0,50,22.574819976935,0.7,4,600
2:456174,10027:777534,f,4,2.0,60,40.8750295475455,0.6,5,1200
20656:2893394,2:3709120,f,7,1.0,40,4.2743201800375,0.7,4,600
19328:1186,19328:1939,f,0,2.0,110,701.429061062648,0.4,8,2000
2:3711014,10082:88080,f,4,2.0,50,50.1338175533642,0.6,5,1200
2:460467,2:3711092,f,5,1.0,60,180.810232987868,0.6,5,1200
2:456807,11158:101125,f,3,2.0,60,39.9947739775186,0.5,6,1800
2:453858,2:3708727,f,7,1.0,40,18.2871372022863,0.7,4,600
2480C1270,2:455285,t,7,1.0,30,100.0,0.7,4,600
2:454637,20656:2866145,f,7,1.0,40,9.66544841177767,0.7,4,600
20656:2851131,20656:2871132,f,7,1.0,30,185.109407052163,0.7,4,600
11178:3409,20656:362845,f,7,1.0,40,156.258212257764,0.7,4,600
2:450783,2:450849,f,4,2.0,70,64.9833402717183,0.6,5,1200
11178:9679,2:3709650,f,7,1.0,50,120.90333114899,0.7,4,600
2:456284,2:456292,f,7,1.0,30,48.1667852572668,0.7,4,600
20656:2874454,20656:2874434,f,7,1.0,30,326.262645149693,0.7,4,600
2:450757,2:450700,f,7,1.0,30,139.927901059958,0.7,4,600
2:3710414,2:458113,f,4,2.0,70,499.065701196654,0.6,5,1200
2:3708204,2:452817,f,5,2.0,50,172.096336695384,0.6,5,1200
15611:7072,20656:2874880,f,7,1.0,30,5.27867372181791,0.7,4,600
2:450225,2:450244,f,7,1.0,70,85.1947187532539,0.7,4,600
2:459871,2:459873,f,7,1.0,50,31.7029128785557,0.7,4,600
2:457251,2:457397,f,7,1.0,70,555.815929134366,0.7,4,600
2:3708772,2:453887,f,7,1.0,50,176.575985805117,0.7,4,600
11156:103686,10027:794526,f,7,1.0,30,33.2855221262223,0.7,4,600
20661:31049,15590:3325,f,7,1.0,30,84.4062597501723,0.7,4,600
2:456911,2:456952,f,7,1.0,70,150.253911041073,0.7,4,600
2:3708642,2:453985,f,7,1.0,50,244.945882983222,0.7,4,600
2:3709493,2:3709399,f,7,1.0,30,123.638261638865,0.7,4,600
2:456410,2:456500,f,5,1.0,70,194.153197751994,0.6,5,1200
20656:2825407,2:462555,f,7,1.0,30,6.44746903879438,0.7,4,600
2:450957,2:3707542,f,4,2.0,70,405.963136264265,0.6,5,1200
2:440950,2:441341,f,7,1.0,70,1229.622880063,0.7,4,600
2:461262,2:461155,f,4,2.0,80,483.398472034481,0.6,5,1200
11178:883,2:3709434,f,7,1.0,30,55.9460262486722,0.7,4,600
11179:371,11179:369,f,7,1.0,30,97.3892136924825,0.7,4,600
20656:2850210,16665:9749,f,7,1.0,30,23.39587708541,0.7,4,600
2:462625,2:462626,f,7,1.0,30,97.387453119289,0.7,4,600
11180:1256,11180:1254,f,7,1.0,30,18.5976910666067,0.7,4,600
11178:5766,11178:5698,f,7,1.0,30,48.6703361818123,0.7,4,600
2:454883,20656:2852054,f,7,1.0,30,13.7566277847222,0.7,4,600
2:454780,2:454844,f,7,1.0,30,109.791561916141,0.7,4,600
20656:2866183,20656:2866179,f,7,1.0,40,149.504235618272,0.7,4,600
20656:2870460,12847:7886,f,7,1.0,30,6.98912682738011,0.7,4,600
20656:2893402,20656:2898094,f,7,1.0,40,117.202932131389,0.7,4,600
20656:2874524,20656:2874550,f,7,1.0,40,435.810867967412,0.7,4,600
11178:6673,20656:2860699,f,7,1.0,30,128.014846420713,0.7,4,600
2:455772,2:455764,f,4,2.0,50,96.3467038451749,0.6,5,1200
20656:4222902,20656:375791,f,7,1.0,30,73.1014581713192,0.7,4,600
2:455802,20656:2859024,f,7,1.0,30,100.134603933767,0.7,4,600
2:452561,2:451992,f,4,2.0,70,1394.83520285702,0.6,5,1200
20656:2878917,20656:2878913,f,7,1.0,40,119.363952870779,0.7,4,600
20656:2827836,2:451035,f,7,1.0,30,71.6519145515998,0.7,4,600
2:454676,2:3708926,f,7,1.0,30,110.335439220808,0.7,4,600
20656:2824850,2:462564,f,5,1.0,40,153.022388440045,0.6,5,1200
2:454141,11154:7502,f,4,2.0,50,5.12685176295637,0.6,5,1200
2:3709704,20656:4228366,f,7,1.0,30,63.9496565987761,0.7,4,600
2:455430,20656:2869061,f,7,1.0,40,73.1183245434257,0.7,4,600
20656:362863,2:455460,f,7,1.0,40,63.9359978984813,0.7,4,600
11158:99404,11158:99422,f,7,1.0,50,18.3832706248402,0.7,4,600
2:454419,20656:2889558,f,7,1.0,40,12.8864583188149,0.7,4,600
20656:2827972,2:460138,f,7,1.0,30,4.60092479830978,0.7,4,600
12850:281,20656:358197,f,7,1.0,50,7.65211898712619,0.7,4,600
10082:93742,1:210104400,f,4,2.0,50,1.37495781735246,0.6,5,1200
2:3711667,16666:13643,f,7,1.0,30,50.8042523121598,0.7,4,600
20656:359916,20656:359904,f,7,1.0,40,48.8831440738965,0.7,4,600
10027:775013,2:3708845,f,4,2.0,50,113.277200689476,0.6,5,1200
20656:2893396,20656:362863,f,7,1.0,40,12.0250001663114,0.7,4,600
2:446767,2:448065,f,3,2.0,90,1150.61154225893,0.5,6,1800
2:460177,2:460132,f,7,1.0,30,153.618820200829,0.7,4,600
16669:27322,16669:27389,f,7,1.0,60,61.7826328018414,0.7,4,600
20656:376257,20656:376259,f,7,1.0,30,13.6891339755617,0.7,4,600
12726:148235,18931:174838,f,3,2.0,60,285.570581882732,0.5,6,1800
11178:7514,11178:7500,f,4,2.0,70,110.372974877857,0.6,5,1200
2:455590,2480C1080,t,7,1.0,30,100.0,0.7,4,600
12734:213915,22846:630,f,5,2.0,70,953.10164628169,0.6,5,1200
2:454588,20656:2868130,f,7,1.0,30,77.8220803922416,0.7,4,600
12848:2022,2:440496,f,5,2.0,70,10.2412556333149,0.6,5,1200
16592:21102,16592:21100,f,7,1.0,50,34.6530654356531,0.7,4,600
12726:148446,2:458853,f,7,1.0,30,76.6212618704119,0.7,4,600
20656:2888065,20656:2888023,f,7,1.0,40,31.2975544415266,0.7,4,600
2:456860,2:456856,f,7,1.0,30,56.1170896275988,0.7,4,600
2:3709556,20656:2830978,f,5,2.0,50,12.2628315654185,0.6,5,1200
11178:2816,11178:2812,f,7,1.0,30,46.1227825921429,0.7,4,600
2:446501,2:446516,f,7,1.0,30,50.5624490872647,0.7,4,600
2:443183,2:443151,f,7,1.0,70,264.663027328445,0.7,4,600
2:450283,2:3707316,f,7,1.0,30,102.618323922167,0.7,4,600
22846:785,2:3710106,f,5,2.0,70,222.961110658972,0.6,5,1200
2:455802,2:455590,f,7,1.0,30,121.6812965841,0.7,4,600
2:455656,20656:2876006,f,7,1.0,40,4.62560914912118,0.7,4,600
11178:7961,11178:7963,f,7,1.0,50,158.895372441656,0.7,4,600
2:456509,2:456512,f,7,1.0,30,56.8477667459668,0.7,4,600
2:3707368,12727:131064,f,4,2.0,50,22.6960435737181,0.6,5,1200
2480A0060,2:3708740,t,7,1.0,30,100.0,0.7,4,600
2:448439,2:448416,f,7,1.0,70,50.1193419242279,0.7,4,600
20656:2887921,2480C1490,t,7,1.0,30,100.0,0.7,4,600
2:460741,2:460724,f,4,2.0,70,133.331575492668,0.6,5,1200
2:455282,2:3709129,f,7,1.0,40,247.338847276334,0.7,4,600
2:3708726,1:200401600,f,5,2.0,50,147.229475276931,0.6,5,1200
2:3706188,2:444692,f,5,2.0,70,241.780430087422,0.6,5,1200
2:462602,2:462626,f,7,1.0,30,226.204050841489,0.7,4,600
12734:48187,16669:27297,f,0,2.0,80,5.02897454731525,0.4,8,2000
2:442507,2:442153,f,7,1.0,70,1774.19130927631,0.7,4,600
2:440496,12848:2022,f,5,2.0,70,10.2412556333149,0.6,5,1200
20656:2852024,2:454653,f,7,1.0,40,34.7915470703243,0.7,4,600
19328:777,10446:239,f,0,2.0,80,124.402713183478,0.4,8,2000
2:459733,20656:374637,f,7,1.0,30,228.868460749723,0.7,4,600
2:453287,2:3708233,f,4,2.0,70,174.241603478947,0.6,5,1200
2:444365,2:3706384,f,7,1.0,70,899.515749943218,0.7,4,600
20656:2851119,2:454012,f,7,1.0,40,15.7339797908967,0.7,4,600
2:462843,22846:638,f,4,2.0,80,302.528732940568,0.6,5,1200
2:3707705,20656:2828581,f,7,1.0,30,68.4430072213244,0.7,4,600
1:200306900,2:3709646,f,3,2.0,60,527.226350599365,0.5,6,1800
2:454464,2:454540,f,7,1.0,40,85.1502842743575,0.7,4,600
2:456417,2:456420,f,7,1.0,30,107.122636522849,0.7,4,600
11154:89008,2:450715,f,5,2.0,50,96.6732616417161,0.6,5,1200
2:461283,2:461288,f,4,2.0,70,6.66345601048845,0.6,5,1200
2:453327,2:453246,f,7,1.0,60,251.273995174867,0.7,4,600
2:450817,2:450931,f,3,2.0,70,228.072545970578,0.5,6,1800
2:456093,11158:99658,f,7,1.0,50,48.8348572948563,0.7,4,600
2:456508,2:456269,f,5,1.0,30,263.558385396595,0.6,5,1200
19306:3630,2:3705402,f,5,2.0,90,4.56196733863605,0.6,5,1200
2:461411,19328:884,f,7,1.0,70,3929.57327346221,0.7,4,600
16593:48408,2:461190,f,7,1.0,50,20.0691765476761,0.7,4,600
20656:2817318,2:455500,f,7,1.0,40,301.244312557094,0.7,4,600
20656:2866733,20656:2869083,f,7,1.0,50,38.5994671491789,0.7,4,600
20656:2876843,20656:340990,f,7,1.0,50,14.1315297119112,0.7,4,600
11177:1821,2:438848,f,7,1.0,50,9.56059485535136,0.7,4,600
20656:2869692,2:453816,f,7,1.0,40,40.7014423539551,0.7,4,600
2:453438,2:453426,f,4,2.0,70,8.72536125334988,0.6,5,1200
2:3711191,2:3711208,f,4,2.0,50,244.233015721172,0.6,5,1200
2:3709608,11158:99095,f,5,2.0,40,296.757978054878,0.6,5,1200
20656:2878987,2:454226,f,7,1.0,50,279.03971586451,0.7,4,600
16594:23233,16594:23240,f,3,2.0,60,34.187193206137,0.5,6,1800
20656:4004772,20656:4004828,f,7,1.0,30,183.143661550453,0.7,4,600
20656:2889600,2:3709091,f,7,1.0,40,48.4478617660299,0.7,4,600
2:457017,2:457033,f,4,2.0,80,94.7299760678499,0.6,5,1200
20656:2868749,20656:376337,f,7,1.0,30,22.7371670617193,0.7,4,600
20661:1100,20656:376935,f,7,1.0,50,30.8948685299104,0.7,4,600
2:455555,2480C1220,t,7,1.0,30,100.0,0.7,4,600
2:457033,2:457017,f,4,2.0,80,94.7299760678499,0.6,5,1200
2:3709741,2:456748,f,7,1.0,30,102.344135703925,0.7,4,600
20656:2878807,16669:27412,f,7,1.0,50,13.4208382873579,0.7,4,600
20656:2887999,2:453401,f,7,1.0,40,16.9096565015237,0.7,4,600
20656:2827756,20656:2827750,f,7,1.0,30,90.1398625581108,0.7,4,600
20656:2851455,16585:29029,f,7,1.0,40,140.037367873918,0.7,4,600
16587:25581,16587:25575,f,7,1.0,50,67.0455743804512,0.7,4,600
2:455052,2:455039,f,7,1.0,30,88.2528659364257,0.7,4,600
2:454196,2:3708958,f,7,1.0,40,29.0595390536917,0.7,4,600
12847:4451,12847:4455,f,1,1.0,70,6.81145373669584,0.4,8,2000
2:455703,20656:2865014,f,7,1.0,40,13.9277775325904,0.7,4,600
2:450976,2:450967,f,7,1.0,40,89.8632988267968,0.7,4,600
16593:46445,16593:46439,f,7,1.0,70,970.326992852526,0.7,4,600
2:448193,2:447791,f,3,2.0,90,1253.3550066545,0.5,6,1800
20656:2872038,11158:99688,f,7,1.0,40,7.92335749531365,0.7,4,600
2:455433,20656:4265865,f,7,1.0,30,88.2898249350044,0.7,4,600
2:442842,2:442328,f,7,1.0,70,453.987577371645,0.7,4,600
12726:104123,18931:175870,f,4,2.0,70,6.20497074989974,0.6,5,1200
20656:2806271,20656:2806263,f,7,1.0,40,31.8129864541124,0.7,4,600
20656:2883675,20656:359918,f,7,1.0,40,23.4548324444086,0.7,4,600
2:454628,2:3708968,f,7,1.0,30,86.2624218390419,0.7,4,600
20656:2888568,2:455811,f,7,1.0,50,33.4815295946234,0.7,4,600
1:210101400,2:442220,f,5,1.0,70,651.737068872727,0.6,5,1200
2:3709147,2:455157,f,7,1.0,30,195.646516064562,0.7,4,600
2:455060,20656:2867246,f,7,1.0,30,8.06612930703207,0.7,4,600
2:459574,2:459525,f,5,2.0,70,166.891419728724,0.6,5,1200
2:462291,2:462344,f,7,1.0,30,95.1837094727615,0.7,4,600
2:444995,2:444970,f,3,2.0,50,41.5536093011057,0.5,6,1800
20656:2888334,2480C1460,t,7,1.0,30,100.0,0.7,4,600
20656:2817320,20656:2889667,f,7,1.0,40,100.239134104903,0.7,4,600
2:3708453,2:453351,f,7,1.0,40,103.616237129473,0.7,4,600
20656:2893076,2:455456,f,7,1.0,5,4.39425738871291,0.7,4,600
20656:359942,20656:359940,f,7,1.0,30,16.1463044065499,0.7,4,600
20656:2824895,2:462564,f,5,1.0,40,6.32157037465498,0.6,5,1200
2:3707539,2:3707473,f,5,1.0,70,246.659847529503,0.6,5,1200
2:3710180,16592:20860,f,4,2.0,90,120.39744873198,0.6,5,1200
12732:25988,16592:20818,f,7,1.0,40,154.012095629071,0.7,4,600
2:3706428,2:445336,f,5,2.0,70,966.335750531021,0.6,5,1200
20656:2888498,2480C1500,t,7,1.0,30,100.0,0.7,4,600
12734:112036,11154:89134,f,5,2.0,70,52.3992957873432,0.6,5,1200
10027:636262,1:200303305,f,4,2.0,40,25.6324930446736,0.6,5,1200
2:3709837,10082:138356,f,5,2.0,70,273.827367237573,0.6,5,1200
20656:374842,2:460557,f,7,1.0,30,79.6369383893301,0.7,4,600
2:3709764,10027:778169,f,7,1.0,40,203.0154398314,0.7,4,600
11178:3490,11178:3478,f,7,1.0,30,13.1627362277,0.7,4,600
2:3709204,20656:2875124,f,7,1.0,30,97.6997611704336,0.7,4,600
2:462903,10446:104,f,0,1.0,110,8.52440690048213,0.4,8,2000
2:435842,2:3704958,f,5,1.0,70,381.780929117524,0.6,5,1200
10446:336,10446:332,f,1,2.0,70,5.02622293580775,0.4,8,2000
2:3709150,20656:2890008,f,7,1.0,40,12.8425010414324,0.7,4,600
2:443631,2:443793,f,7,1.0,70,533.961343414936,0.7,4,600
20656:2852036,20656:2852032,f,7,1.0,40,66.1738696465227,0.7,4,600
2:454083,2:454075,f,7,1.0,30,207.890450925616,0.7,4,600
12734:29803,1:200305600,f,0,2.0,80,123.732021634229,0.4,8,2000
2:455580,2:455548,f,7,1.0,40,99.347565023492,0.7,4,600
20656:2824149,20656:2824145,f,7,1.0,30,163.665819651182,0.7,4,600
1:200307403,16665:9627,f,3,2.0,60,24.9865650490538,0.5,6,1800
20656:2823648,2:462460,f,7,1.0,30,209.958657626883,0.7,4,600
2:455516,20656:2866988,f,7,1.0,40,45.3821483185206,0.7,4,600
2:457703,2:457789,f,4,2.0,90,261.006637514152,0.6,5,1200
2:454021,20656:2851209,f,7,1.0,40,355.106887202478,0.7,4,600
2:3708562,20656:2878909,f,7,1.0,60,13.7418511855317,0.7,4,600
20656:2875460,2:454640,f,7,1.0,40,11.365529156364,0.7,4,600
20656:341430,2:455157,f,7,1.0,30,98.1283710095402,0.7,4,600
2:462366,2:462372,f,7,1.0,50,117.995718722914,0.7,4,600
10017:22683,10017:22693,f,7,1.0,50,19.5828310771195,0.7,4,600
2:457329,2:457078,f,7,1.0,30,180.545411716328,0.7,4,600
20656:2889580,2:454464,f,7,1.0,40,11.9949950394212,0.7,4,600
2:453101,2:3708341,f,4,2.0,50,154.278115215188,0.6,5,1200
18931:163424,2:446524,f,7,1.0,30,30.1143359031427,0.7,4,600
2:3708016,20656:2874888,f,7,1.0,30,80.1915315361761,0.7,4,600
18931:171629,16593:46375,f,7,1.0,70,267.266793315291,0.7,4,600
12732:25653,20656:2860822,f,7,1.0,30,8.68393010108078,0.7,4,600
2:459808,2:3710968,f,7,1.0,30,100.389255467466,0.7,4,600
2:452214,2:3708093,f,5,2.0,50,60.0758177393138,0.6,5,1200
2:3711099,20656:2827758,f,7,1.0,30,59.1738939743469,0.7,4,600
2:458207,2:3710431,f,7,1.0,70,117.972516542841,0.7,4,600
2:438934,2:438959,f,5,2.0,90,449.273653245183,0.6,5,1200
2:462541,20656:2825411,f,7,1.0,30,19.8327453972718,0.7,4,600
19306:3608,2:447532,f,5,2.0,40,69.5976312676889,0.6,5,1200
2:460287,2:460281,f,7,1.0,40,77.6962137581012,0.7,4,600
10082:95464,1:200304716,f,3,2.0,60,17.2362107784113,0.5,6,1800
2:448550,2:448526,f,7,1.0,30,106.435039000924,0.7,4,600
2:454761,16587:25639,f,7,1.0,50,26.0525000348573,0.7,4,600
2:454054,2:454258,f,7,1.0,40,195.8153292189,0.7,4,600
2:455935,20656:2872020,f,7,1.0,50,7.87849516142583,0.7,4,600
11158:99294,20656:2861517,f,7,1.0,40,19.5254108889522,0.7,4,600
20656:2826448,2:451092,f,5,1.0,40,16.8735420645345,0.6,5,1200
12725:25583,19307:19108,f,3,2.0,60,21.7007052603641,0.5,6,1800
2:460362,20656:2827770,f,7,1.0,30,134.317786125952,0.7,4,600
20656:2851589,2:3708809,f,7,1.0,40,10.2853367953282,0.7,4,600
20656:2898170,2:455003,f,7,1.0,30,87.2353012550918,0.7,4,600
20656:2868120,2:3709029,f,7,1.0,30,70.5139081670943,0.7,4,600
2:456428,2:3709699,f,7,1.0,70,284.603962565246,0.7,4,600
10027:793418,2:444762,f,5,2.0,70,269.111907021309,0.6,5,1200
2:450341,2:3707310,f,5,2.0,70,578.643862352179,0.6,5,1200
2:3709434,11178:883,f,7,1.0,30,55.9460262486722,0.7,4,600
2:456392,20656:2873599,f,7,1.0,30,114.015148127791,0.7,4,600
2:456563,11178:5273,f,7,1.0,50,14.3062828159147,0.7,4,600
20656:2660997,2:3709859,f,7,1.0,50,14.8480102548507,0.7,4,600
2:457174,16591:14293,f,5,1.0,50,57.5160925175232,0.6,5,1200
13589:14324,10027:794619,f,4,2.0,80,10.397405398661,0.6,5,1200
16666:13987,2:459753,f,7,1.0,30,36.3221271127343,0.7,4,600
2:3709350,20656:2836970,f,7,1.0,30,6.38671042098737,0.7,4,600
2:3709458,2:3709375,f,7,1.0,30,31.41389458473,0.7,4,600
16587:25057,16587:25060,f,7,1.0,50,50.4934339004642,0.7,4,600
20656:2875986,2:455570,f,7,1.0,40,40.6632232450654,0.7,4,600
2:450344,2:3707248,f,5,2.0,70,293.22965466115,0.6,5,1200
10082:148610,16585:29081,f,4,2.0,50,9.54211354950891,0.6,5,1200
